mean_rp,rel_std_rp,k,Df,Np,agg_num,Rve,Rg,eps_agg,h5_file,h5_key
0.015,0.1,0.95,2.55,1700,4,0.18012493931562315,0.290143624332525,0.888798838657916,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/01700/4
0.015,0.1,0.95,2.55,1750,4,0.181538947496449,0.2921895390295786,0.8885340233935588,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/01750/4
0.015,0.1,0.95,2.55,1800,4,0.18400408996761045,0.2976722498026926,0.8902273230207807,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/01800/4
0.015,0.1,0.95,2.55,1850,4,0.18635631673237682,0.30275447843946657,0.891610427878233,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/01850/4
0.015,0.1,0.95,2.55,1900,4,0.18738944606622793,0.3049393440194605,0.8921495720700431,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/01900/4
0.015,0.1,0.95,2.55,1950,4,0.18914937645164007,0.3088099773280478,0.8932008867142764,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/01950/4
0.015,0.1,0.95,2.55,2000,4,0.1900473570138148,0.31173987125181457,0.8946983143819659,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02000/4
0.015,0.1,0.95,2.55,2050,4,0.19220780255390243,0.3129590244918599,0.8923342727697932,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02050/4
0.015,0.1,0.95,2.55,2100,4,0.19377772388616346,0.31740128972884984,0.8942422103830419,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02100/4
0.015,0.1,0.95,2.55,2150,4,0.19538068286967425,0.3183052615139974,0.8925168730495378,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02150/4
0.015,0.1,0.95,2.55,2200,4,0.19621551231728465,0.3205688951417074,0.8934231818156203,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02200/4
0.015,0.1,0.95,2.55,2250,4,0.19915308249587427,0.32656231678073255,0.8945880691073353,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02250/4
0.015,0.1,0.95,2.55,2300,4,0.19971761198201213,0.3276793374755441,0.8947726099725773,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02300/4
0.015,0.1,0.95,2.55,2350,4,0.20080245316698053,0.32975553781101585,0.8950559972045142,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02350/4
0.015,0.1,0.95,2.55,2400,4,0.20242945642165658,0.3339477512362026,0.8964828200381624,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02400/4
0.015,0.1,0.95,2.55,2450,4,0.20463485411973897,0.33735338355987554,0.8962685417678418,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02450/4
0.015,0.1,0.95,2.55,2500,4,0.20570530404235954,0.33858486671072197,0.8957776848476465,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02500/4
0.015,0.1,0.95,2.55,2550,4,0.2070072204895324,0.34166611936226515,0.8966340232485371,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02550/4
0.015,0.1,0.95,2.55,2600,4,0.207965491476254,0.3442547562159791,0.8975384648819211,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02600/4
0.015,0.1,0.95,2.55,2650,4,0.2093334172482084,0.3476748396150859,0.8985568384236817,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02650/4
0.015,0.1,0.95,2.55,2700,4,0.2111337842871347,0.3503769058518641,0.8983063929256985,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02700/4
0.015,0.1,0.95,2.55,2750,4,0.21216776548160024,0.35262032297161516,0.8987621143407439,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02750/4
0.015,0.1,0.95,2.55,2800,4,0.21301920078199732,0.35529179212510253,0.8998323224471033,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.55/02800/4
0.015,0.1,0.95,2.6,350,4,0.10576030177341433,0.14788945688679564,0.8300256936527707,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00350/4
0.015,0.1,0.95,2.6,400,4,0.11209260558299905,0.15806477392975443,0.8342504014244532,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00400/4
0.015,0.1,0.95,2.6,450,4,0.11651472980408233,0.1645550513627872,0.8350183215970841,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00450/4
0.015,0.1,0.95,2.6,500,4,0.12095644895241033,0.1733214684490233,0.8420364516458628,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00500/4
0.015,0.1,0.95,2.6,550,4,0.12397673611471367,0.17760508344418663,0.8419184100272505,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00550/4
0.015,0.1,0.95,2.6,600,4,0.12726191393010725,0.18376686713743445,0.8456450390244958,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00600/4
0.015,0.1,0.95,2.6,650,4,0.13130974205863427,0.19146307827914558,0.8500789521446898,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00650/4
0.015,0.1,0.95,2.6,700,4,0.13514723782520421,0.19742097061005673,0.850903122238208,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00700/4
0.015,0.1,0.95,2.6,750,4,0.13768679511982748,0.20206315691483204,0.852957679612682,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00750/4
0.015,0.1,0.95,2.6,800,4,0.14020904748449825,0.2045460387256265,0.8503137968542275,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00800/4
0.015,0.1,0.95,2.6,850,4,0.14398266619377537,0.2126001823408239,0.8556334388546171,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00850/4
0.015,0.1,0.95,2.6,900,4,0.1462350422383508,0.21396158869799198,0.8516205358290417,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00900/4
0.015,0.1,0.95,2.6,950,4,0.14845045978349722,0.21870883177396874,0.8546642171709486,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/00950/4
0.015,0.1,0.95,2.6,1000,4,0.1508819557240173,0.22280309500738943,0.8556638451197753,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01000/4
0.015,0.1,0.95,2.6,1050,4,0.15388289012587422,0.22798864278033382,0.8570914413857315,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01050/4
0.015,0.1,0.95,2.6,1100,4,0.156091172514052,0.23381560907272356,0.8617257208680764,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01100/4
0.015,0.1,0.95,2.6,1150,4,0.15863858555878957,0.23665292680172176,0.8600033244896125,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01150/4
0.015,0.1,0.95,2.6,1200,4,0.16113278188110558,0.24260549957447514,0.8638314960519643,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01200/4
0.015,0.1,0.95,2.6,1250,4,0.16337018951737725,0.24460593677012324,0.8615336214928768,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01250/4
0.015,0.1,0.95,2.6,1300,4,0.1654332044148913,0.24993831965165436,0.8652290205674991,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01300/4
0.015,0.1,0.95,2.6,1350,4,0.1676292187888923,0.25324279595892807,0.8652078068946278,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01350/4
0.015,0.1,0.95,2.6,1400,4,0.16956459923611178,0.25571602746058175,0.8644939793568873,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01400/4
0.015,0.1,0.95,2.6,1450,4,0.1712190125556392,0.25953936482323536,0.8665639653343815,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01450/4
0.015,0.1,0.95,2.6,1500,4,0.1725228296152859,0.2631591751430188,0.8690483292027118,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01500/4
0.015,0.1,0.95,2.6,1550,4,0.17497320925060977,0.26589192016322594,0.8675578790671036,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01550/4
0.015,0.1,0.95,2.6,1600,4,0.17663976145698163,0.26988873678373276,0.8697019241415974,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01600/4
0.015,0.1,0.95,2.6,1650,4,0.17875010260176635,0.27241680618382663,0.8687001941285983,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01650/4
0.015,0.1,0.95,2.6,1700,4,0.18071693879356904,0.2753743655941583,0.8686430878635996,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01700/4
0.015,0.1,0.95,2.6,1750,4,0.18233935755614777,0.2789568444666406,0.8702052664050607,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01750/4
0.015,0.1,0.95,2.6,1800,4,0.18393665188006597,0.2819026115032831,0.8708975722965784,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01800/4
0.015,0.1,0.95,2.6,1850,4,0.18550981026694607,0.28307221360116774,0.8691915510436317,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01850/4
0.015,0.1,0.95,2.6,1900,4,0.18737484438725785,0.2867737196385317,0.8703589073298353,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01900/4
0.015,0.1,0.95,2.6,1950,4,0.1886139157700579,0.28942215207979594,0.8713668916144831,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/01950/4
0.015,0.1,0.95,2.6,2000,4,0.1904869073612804,0.29322650604691014,0.872587337352726,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02000/4
0.015,0.1,0.95,2.6,2050,4,0.19240146902181554,0.2961346927717403,0.8725369929426561,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02050/4
0.015,0.1,0.95,2.6,2100,4,0.1937829704620311,0.2988990084023634,0.8733514332710215,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02100/4
0.015,0.1,0.95,2.6,2150,4,0.1951193306279513,0.3014994067084001,0.874029636591242,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02150/4
0.015,0.1,0.95,2.6,2200,4,0.19678769898040235,0.3034190185262069,0.8732078632647495,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02200/4
0.015,0.1,0.95,2.6,2250,4,0.19809960678083605,0.3069506915951667,0.875068525047016,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02250/4
0.015,0.1,0.95,2.6,2300,4,0.20052047017336516,0.3106513336973237,0.8750076737299538,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02300/4
0.015,0.1,0.95,2.6,2350,4,0.20138007072539513,0.3122589532090086,0.8753387020807385,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02350/4
0.015,0.1,0.95,2.6,2400,4,0.20237356772266965,0.3141032041090987,0.8756999967102488,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02400/4
0.015,0.1,0.95,2.6,2450,4,0.20445959874175706,0.3189413451137739,0.8775618036049523,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02450/4
0.015,0.1,0.95,2.6,2500,4,0.20604205608497952,0.320638244042621,0.8766757348611696,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02500/4
0.015,0.1,0.95,2.6,2550,4,0.20710407259482114,0.3221694820285071,0.876536212279275,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02550/4
0.015,0.1,0.95,2.6,2600,4,0.20810872638938166,0.3237272455212914,0.8765304135126786,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02600/4
0.015,0.1,0.95,2.6,2650,4,0.20982187568818625,0.32536713214982943,0.8753598013146018,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02650/4
0.015,0.1,0.95,2.6,2700,4,0.21065013064210075,0.3295710322651056,0.8786429594196452,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02700/4
0.015,0.1,0.95,2.6,2750,4,0.21252682162230355,0.33125361295675537,0.877259964046109,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02750/4
0.015,0.1,0.95,2.6,2800,4,0.21322109709879428,0.33409552802797743,0.8791892977230717,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.60/02800/4
0.015,0.1,0.95,2.65,350,4,0.10603494515964329,0.14098485533888191,0.8022772988895064,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00350/4
0.015,0.1,0.95,2.65,400,4,0.11101662992815468,0.1502238945017201,0.8124254366811594,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00400/4
0.015,0.1,0.95,2.65,450,4,0.11593425483048554,0.15640813972771825,0.8107289687945123,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00450/4
0.015,0.1,0.95,2.65,500,4,0.12051810857989949,0.16464378271334557,0.8177163187428166,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00500/4
0.015,0.1,0.95,2.65,550,4,0.12451975300910237,0.17141270365877928,0.8218390120772933,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00550/4
0.015,0.1,0.95,2.65,600,4,0.12777497160294488,0.17645717871309224,0.8235400055530075,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00600/4
0.015,0.1,0.95,2.65,650,4,0.13120036774885868,0.1827005160216609,0.8278873820047195,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00650/4
0.015,0.1,0.95,2.65,700,4,0.13482074349479972,0.18606949091957517,0.8232043721350467,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00700/4
0.015,0.1,0.95,2.65,750,4,0.13783861640783784,0.19220044441296819,0.8285741039010569,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00750/4
0.015,0.1,0.95,2.65,800,4,0.13967966535467305,0.1948854883875063,0.8288850605722968,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00800/4
0.015,0.1,0.95,2.65,850,4,0.1441028782333005,0.20227511803219742,0.8319581509818349,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00850/4
0.015,0.1,0.95,2.65,900,4,0.1465851372713308,0.20547008657072058,0.8312472425540881,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00900/4
0.015,0.1,0.95,2.65,950,4,0.1493070754807399,0.2091334818811866,0.8308790778882644,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/00950/4
0.015,0.1,0.95,2.65,1000,4,0.1514282914305722,0.21464528224499127,0.8368136232023295,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01000/4
0.015,0.1,0.95,2.65,1050,4,0.15328139852235878,0.21800206426898996,0.8384475977472297,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01050/4
0.015,0.1,0.95,2.65,1100,4,0.15654123478732496,0.22123028452613158,0.8353432998846576,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01100/4
0.015,0.1,0.95,2.65,1150,4,0.1591065810008826,0.22458615961381334,0.8347496685466096,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01150/4
0.015,0.1,0.95,2.65,1200,4,0.16073215998691462,0.22890052241746303,0.8390856160449156,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01200/4
0.015,0.1,0.95,2.65,1250,4,0.16348442945187056,0.23234747061536037,0.8381017268482913,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01250/4
0.015,0.1,0.95,2.65,1300,4,0.16472801494461656,0.2355995952150745,0.8411432582337989,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01300/4
0.015,0.1,0.95,2.65,1350,4,0.16769877075941475,0.2401292163930409,0.8416997858864423,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01350/4
0.015,0.1,0.95,2.65,1400,4,0.1694780128610143,0.24302683011072126,0.8423825494745325,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01400/4
0.015,0.1,0.95,2.65,1450,4,0.17093266116072306,0.24603828454882393,0.8441546076997745,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01450/4
0.015,0.1,0.95,2.65,1500,4,0.1734298595737718,0.2496015240865848,0.8440961664220052,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01500/4
0.015,0.1,0.95,2.65,1550,4,0.17499527421685726,0.25095584339998367,0.8424153541693109,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01550/4
0.015,0.1,0.95,2.65,1600,4,0.1774511849350286,0.2558285449701052,0.8448982905700969,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01600/4
0.015,0.1,0.95,2.65,1650,4,0.1784095100616153,0.25657719720634764,0.8437475962065848,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01650/4
0.015,0.1,0.95,2.65,1700,4,0.18079454518104354,0.2613301362910363,0.846108596684854,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01700/4
0.015,0.1,0.95,2.65,1750,4,0.18263565364715706,0.2639689526189491,0.8460693802990841,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01750/4
0.015,0.1,0.95,2.65,1800,4,0.18396522550904196,0.2666147109531917,0.8473201372549302,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01800/4
0.015,0.1,0.95,2.65,1850,4,0.18544312218846362,0.2687810561360071,0.8473618480790157,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01850/4
0.015,0.1,0.95,2.65,1900,4,0.18772986136418757,0.27233397727257813,0.847762561606351,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01900/4
0.015,0.1,0.95,2.65,1950,4,0.18925936077817654,0.27488967728372726,0.8483216177152176,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/01950/4
0.015,0.1,0.95,2.65,2000,4,0.1905255313578072,0.27806824370633104,0.8505030823114825,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02000/4
0.015,0.1,0.95,2.65,2050,4,0.19274695379818946,0.28172560995521045,0.8511631529363598,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02050/4
0.015,0.1,0.95,2.65,2100,4,0.19458522033128076,0.28361990187476066,0.8499118793109924,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02100/4
0.015,0.1,0.95,2.65,2150,4,0.19544901935894762,0.2849612481953652,0.8500418929696508,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02150/4
0.015,0.1,0.95,2.65,2200,4,0.19605643403277084,0.28746074072227995,0.8525534713836378,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02200/4
0.015,0.1,0.95,2.65,2250,4,0.19806178960168516,0.28900386829955,0.8504046808381547,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02250/4
0.015,0.1,0.95,2.65,2300,4,0.19952053359271002,0.2916993708622547,0.8512752693455787,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02300/4
0.015,0.1,0.95,2.65,2350,4,0.20110560088840987,0.2952676131568499,0.8531574445831044,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02350/4
0.015,0.1,0.95,2.65,2400,4,0.2028739207102285,0.29785061706030025,0.8531377998024424,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02400/4
0.015,0.1,0.95,2.65,2450,4,0.20419647251425482,0.2998122971947089,0.8531671408022423,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02450/4
0.015,0.1,0.95,2.65,2500,4,0.20545577692116504,0.3033149641659251,0.8555556908683117,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02500/4
0.015,0.1,0.95,2.65,2550,4,0.20606526070800862,0.3031790690047289,0.8540703371136352,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02550/4
0.015,0.1,0.95,2.65,2600,4,0.2082270036352719,0.30613656717741755,0.8537511698730549,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02600/4
0.015,0.1,0.95,2.65,2650,4,0.20943742765199536,0.30897402266535073,0.8552482377890281,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02650/4
0.015,0.1,0.95,2.65,2700,4,0.21095465481038733,0.3132269294200508,0.858023346765695,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02700/4
0.015,0.1,0.95,2.65,2750,4,0.21185722215860056,0.31225452278458365,0.8548455068325085,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02750/4
0.015,0.1,0.95,2.65,2800,4,0.21287654208863835,0.3137198940269176,0.8547941485433256,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.65/02800/4
0.015,0.1,0.95,2.7,350,4,0.10631324715282854,0.13678508181203894,0.7817909184306715,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00350/4
0.015,0.1,0.95,2.7,400,4,0.11123609111959948,0.1430019705630873,0.7812550845933002,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00400/4
0.015,0.1,0.95,2.7,450,4,0.1162838182225308,0.1509530359867848,0.7875488089741509,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00450/4
0.015,0.1,0.95,2.7,500,4,0.12076791563215651,0.15718342135915966,0.7892044809079056,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00500/4
0.015,0.1,0.95,2.7,550,4,0.12444093512159912,0.1640746231326186,0.797235263604795,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00550/4
0.015,0.1,0.95,2.7,600,4,0.12795811054688747,0.16983869298518456,0.8012439238383895,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00600/4
0.015,0.1,0.95,2.7,650,4,0.13163676483066633,0.17385745712871228,0.7982662754981062,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00650/4
0.015,0.1,0.95,2.7,700,4,0.1338214554029576,0.17783082000039244,0.8019462687127124,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00700/4
0.015,0.1,0.95,2.7,750,4,0.13791121978390103,0.18322118099518184,0.801802286402898,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00750/4
0.015,0.1,0.95,2.7,800,4,0.14080818431705402,0.18709842465515636,0.8018928371374371,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00800/4
0.015,0.1,0.95,2.7,850,4,0.1425851198957235,0.19026970184659553,0.8044127330440903,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00850/4
0.015,0.1,0.95,2.7,900,4,0.14558771425572098,0.19423488167389613,0.804287131478425,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00900/4
0.015,0.1,0.95,2.7,950,4,0.14836804610678714,0.19771098297181885,0.8035936061363933,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/00950/4
0.015,0.1,0.95,2.7,1000,4,0.15096475277654067,0.2035855115280671,0.8104983684971659,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01000/4
0.015,0.1,0.95,2.7,1050,4,0.15411639300988045,0.20705121870422763,0.8083362370062581,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01050/4
0.015,0.1,0.95,2.7,1100,4,0.15676662592107427,0.212348820694707,0.8130014888628335,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01100/4
0.015,0.1,0.95,2.7,1150,4,0.15898466389589505,0.21520788693393675,0.8126222477504899,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01150/4
0.015,0.1,0.95,2.7,1200,4,0.16076220174856692,0.21740723046799657,0.8120870280400935,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01200/4
0.015,0.1,0.95,2.7,1250,4,0.1632330133979111,0.21995895586888037,0.8100558504259034,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01250/4
0.015,0.1,0.95,2.7,1300,4,0.16530443345971288,0.2240581335155852,0.8133627878837246,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01300/4
0.015,0.1,0.95,2.7,1350,4,0.16794531191858902,0.22697429137523784,0.8117215887937607,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01350/4
0.015,0.1,0.95,2.7,1400,4,0.16841325356416947,0.22913891648557716,0.8154733453729677,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01400/4
0.015,0.1,0.95,2.7,1450,4,0.17058314777094324,0.2324983871302982,0.8164411134341074,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01450/4
0.015,0.1,0.95,2.7,1500,4,0.17373445104306365,0.23858927907652053,0.820554761146723,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01500/4
0.015,0.1,0.95,2.7,1550,4,0.17555492339780324,0.23947857545012613,0.8169094545982123,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01550/4
0.015,0.1,0.95,2.7,1600,4,0.17730233089350889,0.24224656562765512,0.8177794619460228,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01600/4
0.015,0.1,0.95,2.7,1650,4,0.17790992151445167,0.24370380070533051,0.8191824947804605,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01650/4
0.015,0.1,0.95,2.7,1700,4,0.18011208023338096,0.24551978740722322,0.8165169696995058,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01700/4
0.015,0.1,0.95,2.7,1750,4,0.18217922917955395,0.2509603462158867,0.8222096676910459,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01750/4
0.015,0.1,0.95,2.7,1800,4,0.18372034198976633,0.2521308853332156,0.8201872576041144,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01800/4
0.015,0.1,0.95,2.7,1850,4,0.18663941902708808,0.25651239146835053,0.820975714777332,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01850/4
0.015,0.1,0.95,2.7,1900,4,0.187301227155073,0.25819643282951676,0.8225818565806723,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01900/4
0.015,0.1,0.95,2.7,1950,4,0.18941055541555066,0.26005566843478184,0.8204272495190855,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/01950/4
0.015,0.1,0.95,2.7,2000,4,0.19115746720513838,0.26263770315328666,0.8208035246398999,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02000/4
0.015,0.1,0.95,2.7,2050,4,0.19225045194462756,0.26450786974432405,0.8215513814527171,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02050/4
0.015,0.1,0.95,2.7,2100,4,0.1943007408328908,0.2674397551379221,0.8217734718304986,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02100/4
0.015,0.1,0.95,2.7,2150,4,0.19478594476049305,0.26867059827590173,0.8228915440945866,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02150/4
0.015,0.1,0.95,2.7,2200,4,0.1972230908351138,0.2737193235279272,0.8261463617621994,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02200/4
0.015,0.1,0.95,2.7,2250,4,0.1989496126590921,0.2757678539248262,0.8254880178828237,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02250/4
0.015,0.1,0.95,2.7,2300,4,0.19998013803565443,0.2765314132377817,0.8242262380993985,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02300/4
0.015,0.1,0.95,2.7,2350,4,0.202043503095645,0.28104408651288587,0.8273215307548281,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02350/4
0.015,0.1,0.95,2.7,2400,4,0.20254372667534376,0.28109723166681855,0.8261344417737154,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02400/4
0.015,0.1,0.95,2.7,2450,4,0.2042975118211335,0.2837411413803382,0.8265200959396611,aggregates_20260323_00.h5,0.0150/0.10/0.950/2.70/02450/4
